circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:186406083|186419077	chr1	186406083	186419077	48	13_4_10	4	0.960	exon	uc057nzc.2,uc057nzb.2,uc057nzd.1,	+	ST-E00206:201:H5L57ALXX:4:1106:23360:47123,ST-E00206:201:H5L57ALXX:4:1113:29531:39950,ST-E00206:209:H5CCCALXX:5:2116:13850:18344,ST-E00206:201:H5L57ALXX:4:1204:10683:12261,ST-E00206:209:H5CCCALXX:5:2224:23391:20243,ST-E00206:201:H5L57ALXX:4:1218:9444:39229,ST-E00206:201:H5L57ALXX:4:1220:14854:70505,ST-E00206:209:H5CCCALXX:5:2116:13890:17887,ST-E00206:201:H5L57ALXX:4:2110:32455:58761,ST-E00206:209:H5CCCALXX:5:2106:2776:11189,ST-E00206:201:H5L57ALXX:4:2202:20193:54436,ST-E00206:201:H5L57ALXX:4:2205:2644:18766,ST-E00206:209:H5CCCALXX:5:2206:12510:71190,ST-E00206:209:H5CCCALXX:5:2119:30404:17764,ST-E00206:201:H5L57ALXX:4:2215:11698:24814,ST-E00206:209:H5CCCALXX:5:1105:2360:30721,ST-E00206:209:H5CCCALXX:5:1112:21330:42622,ST-E00206:209:H5CCCALXX:5:1114:11221:11435,ST-E00206:209:H5CCCALXX:5:2224:23807:20436,ST-E00206:209:H5CCCALXX:5:2206:11495:71859,ST-E00206:209:H5CCCALXX:5:1206:16539:10626,ST-E00206:209:H5CCCALXX:5:1206:15951:10908,ST-E00206:209:H5CCCALXX:5:1206:17849:20489,ST-E00206:209:H5CCCALXX:5:1209:13312:25288,ST-E00206:209:H5CCCALXX:5:2106:16621:55386,ST-E00206:209:H5CCCALXX:5:1216:9911:25517,ST-E00206:201:H5L57ALXX:4:1110:6805:62119,ST-E00206:201:H5L57ALXX:4:1115:20538:3383,ST-E00206:201:H5L57ALXX:4:1115:14590:18889,ST-E00206:201:H5L57ALXX:4:1117:12906:5844,ST-E00206:201:H5L57ALXX:4:1123:20843:50604,ST-E00206:201:H5L57ALXX:4:1203:13027:68676,ST-E00206:201:H5L57ALXX:4:1219:5029:29086,ST-E00206:201:H5L57ALXX:4:1219:5050:29086,ST-E00206:201:H5L57ALXX:4:1222:28344:16551,ST-E00206:201:H5L57ALXX:4:2103:32231:69380,ST-E00206:201:H5L57ALXX:4:2114:14773:28136,ST-E00206:201:H5L57ALXX:4:2114:15423:28136,ST-E00206:209:H5CCCALXX:5:2106:18346:23284,ST-E00206:201:H5L57ALXX:4:2212:32779:30527,ST-E00206:201:H5L57ALXX:4:2221:10368:7602,ST-E00206:209:H5CCCALXX:5:2114:15930:32285,ST-E00206:209:H5CCCALXX:5:1115:19381:29859,ST-E00206:209:H5CCCALXX:5:1115:19615:31002,ST-E00206:209:H5CCCALXX:5:1115:21198:31389,ST-E00206:209:H5CCCALXX:5:1203:6186:27011,ST-E00206:209:H5CCCALXX:5:1205:13728:60115,ST-E00206:209:H5CCCALXX:5:1210:28882:64352,
chr1:186893011|186894211	chr1	186893011	186894211	7	2_2_0	1	0.933	exon	uc001gsc.4,uc057nzr.1,	+	ST-E00206:201:H5L57ALXX:4:1105:17615:36047,ST-E00206:201:H5L57ALXX:4:2204:16915:63772,ST-E00206:201:H5L57ALXX:4:2216:13647:12367,ST-E00206:209:H5CCCALXX:5:1101:29714:20014,ST-E00206:209:H5CCCALXX:5:2102:32627:50692,ST-E00206:209:H5CCCALXX:5:2102:32597:50815,ST-E00206:209:H5CCCALXX:5:2202:2776:52819,
chr1:186893011|186911389	chr1	186893011	186911389	18	6_6_0	0	1	exon	uc001gsc.4,uc057nzr.1,	+	ST-E00206:201:H5L57ALXX:4:1118:17696:61750,ST-E00206:201:H5L57ALXX:4:1120:29085:41708,ST-E00206:209:H5CCCALXX:5:2215:9262:62893,ST-E00206:209:H5CCCALXX:5:2223:19016:26870,ST-E00206:209:H5CCCALXX:5:2220:29196:70311,ST-E00206:201:H5L57ALXX:4:1218:27897:39898,ST-E00206:209:H5CCCALXX:5:2215:9099:62435,ST-E00206:201:H5L57ALXX:4:2103:31165:13105,ST-E00206:209:H5CCCALXX:5:2206:27491:37331,ST-E00206:209:H5CCCALXX:5:2105:8064:65002,ST-E00206:209:H5CCCALXX:5:2201:27552:52872,ST-E00206:209:H5CCCALXX:5:2124:29389:54577,ST-E00206:209:H5CCCALXX:5:2220:29734:69731,ST-E00206:209:H5CCCALXX:5:1203:22365:37594,ST-E00206:209:H5CCCALXX:5:1208:31023:48688,ST-E00206:209:H5CCCALXX:5:2219:5070:53733,ST-E00206:209:H5CCCALXX:5:2219:4684:57144,ST-E00206:209:H5CCCALXX:5:2215:8754:64229,
chr1:193020307|193029657	chr1	193020307	193029657	4	2_2_0	0	1	exon	uc001gsp.4,	-	ST-E00206:201:H5L57ALXX:4:1208:9587:52942,ST-E00206:201:H5L57ALXX:4:2223:15189:50797,ST-E00206:209:H5CCCALXX:5:2104:15088:69116,ST-E00206:209:H5CCCALXX:5:1212:15189:44468,
chr1:193021097|193029657	chr1	193021097	193029657	6	2_2_0	1	0.923	exon	uc001gsm.4,uc057obi.1,uc001gsp.4,uc001gsq.4,uc057obj.1,uc001gso.4,	-	ST-E00206:209:H5CCCALXX:5:2113:13322:15039,ST-E00206:209:H5CCCALXX:5:2113:11556:22177,ST-E00206:201:H5L57ALXX:4:2219:10794:24866,ST-E00206:209:H5CCCALXX:5:1107:29734:43748,ST-E00206:209:H5CCCALXX:5:1107:31084:66795,ST-E00206:209:H5CCCALXX:5:2223:24690:23161,
chr1:193028085|193029657	chr1	193028085	193029657	11	0_4_4	0	1	exon	uc057obi.1,uc001gsp.4,uc001gsm.4,uc057obj.1,uc001gso.4,uc001gsq.4,uc057obm.1,	-	ST-E00206:201:H5L57ALXX:4:1113:11190:47211,ST-E00206:209:H5CCCALXX:5:2106:26578:34905,ST-E00206:209:H5CCCALXX:5:2102:13271:25112,ST-E00206:201:H5L57ALXX:4:1210:4654:46719,ST-E00206:201:H5L57ALXX:4:1216:15900:24638,ST-E00206:209:H5CCCALXX:5:2109:29724:31389,ST-E00206:209:H5CCCALXX:5:2102:13068:24550,ST-E00206:209:H5CCCALXX:5:2202:9160:19118,ST-E00206:201:H5L57ALXX:4:2222:7303:17940,ST-E00206:209:H5CCCALXX:5:1203:2553:19838,ST-E00206:209:H5CCCALXX:5:2123:9444:21790,
chr1:193069034|193077050	chr1	193069034	193077050	2	2_2_0	5	0.444	exon	uc001gsv.3,uc009wyq.4,uc009wyp.4,uc001gsw.4,uc001gss.4,	+	ST-E00206:201:H5L57ALXX:4:1106:14530:58445,ST-E00206:201:H5L57ALXX:4:2119:29440:39511,
chr1:193096648|193101204	chr1	193096648	193101204	2	0_1_2	1	0.800	exon	uc001gsz.3,uc001gta.3,	-	ST-E00206:201:H5L57ALXX:4:1103:18864:69327,ST-E00206:201:H5L57ALXX:4:2221:31805:18959,
chr1:193138085|193142066	chr1	193138085	193142066	14	3_5_3	13	0.683	exon	uc001gtb.4,	+	ST-E00206:201:H5L57ALXX:4:1108:28567:28822,ST-E00206:209:H5CCCALXX:5:2204:14448:34676,ST-E00206:209:H5CCCALXX:5:2115:13403:17113,ST-E00206:201:H5L57ALXX:4:1224:3994:52081,ST-E00206:209:H5CCCALXX:5:2213:20478:11294,ST-E00206:209:H5CCCALXX:5:1105:9850:68694,ST-E00206:209:H5CCCALXX:5:2204:14144:34536,ST-E00206:201:H5L57ALXX:4:1118:11150:14933,ST-E00206:201:H5L57ALXX:4:1211:28049:65301,ST-E00206:201:H5L57ALXX:4:1219:20630:17360,ST-E00206:201:H5L57ALXX:4:2208:15311:59130,ST-E00206:201:H5L57ALXX:4:2218:27380:28418,ST-E00206:209:H5CCCALXX:5:1121:8318:57495,ST-E00206:209:H5CCCALXX:5:1204:12469:32760,
chr1:193141850|193152444	chr1	193141850	193152444	3	2_2_0	14	0.300	exon	uc001gtb.4,	+	ST-E00206:209:H5CCCALXX:5:2111:4207:22598,ST-E00206:201:H5L57ALXX:4:2107:4116:65582,ST-E00206:209:H5CCCALXX:5:2215:7902:12121,
chr1:193232993|193236356	chr1	193232993	193236356	5	4_2_0	4	0.714	exon	uc001gtb.4,	+	ST-E00206:201:H5L57ALXX:4:1223:6755:43642,ST-E00206:201:H5L57ALXX:4:2212:30445:10029,ST-E00206:209:H5CCCALXX:5:2210:9312:16252,ST-E00206:209:H5CCCALXX:5:1205:18468:57742,ST-E00206:209:H5CCCALXX:5:1205:19016:68430,
chr1:193886321|193899367	chr1	193886321	193899367	2	2_2_0	0	1	intergenic_region	n/a	+	ST-E00206:201:H5L57ALXX:4:1108:15463:61890,ST-E00206:201:H5L57ALXX:4:2213:19341:50850,
chr1:194126140|194197586	chr1	194126140	194197586	2	1_0_2	0	1	intergenic_region	n/a	+	ST-E00206:201:H5L57ALXX:4:2114:17483:70311,ST-E00206:201:H5L57ALXX:4:1111:5993:32092,
chr1:194159280|194167715	chr1	194159280	194167715	19	0_8_7	2	0.950	intron	uc057occ.1,	-	ST-E00206:201:H5L57ALXX:4:1106:29054:44046,ST-E00206:201:H5L57ALXX:4:1124:20934:23688,ST-E00206:201:H5L57ALXX:4:1219:27258:67727,ST-E00206:201:H5L57ALXX:4:2110:10074:36417,ST-E00206:209:H5CCCALXX:5:2211:9546:72913,ST-E00206:201:H5L57ALXX:4:2119:29765:16234,ST-E00206:209:H5CCCALXX:5:2113:28283:8534,ST-E00206:209:H5CCCALXX:5:1222:23949:12806,ST-E00206:209:H5CCCALXX:5:2113:24517:5528,ST-E00206:201:H5L57ALXX:4:2205:5476:21772,ST-E00206:209:H5CCCALXX:5:1221:23573:62752,ST-E00206:201:H5L57ALXX:4:2210:26324:29086,ST-E00206:201:H5L57ALXX:4:2211:20833:37436,ST-E00206:201:H5L57ALXX:4:2216:12479:70294,ST-E00206:209:H5CCCALXX:5:2222:29075:6776,ST-E00206:209:H5CCCALXX:5:2217:28648:1608,ST-E00206:209:H5CCCALXX:5:2202:7831:66004,ST-E00206:209:H5CCCALXX:5:2202:5699:67727,ST-E00206:209:H5CCCALXX:5:2202:6927:67780,
chr1:196675989|196690239	chr1	196675989	196690239	5	0_1_2	17	0.370	exon	uc001gti.5,uc009wyx.4,uc001gtj.4,	+	ST-E00206:201:H5L57ALXX:4:1103:19534:55720,ST-E00206:209:H5CCCALXX:5:2101:16925:11611,ST-E00206:201:H5L57ALXX:4:1119:9932:64229,ST-E00206:209:H5CCCALXX:5:2101:16773:12121,ST-E00206:209:H5CCCALXX:5:2101:16732:12015,
chr1:197188292|197191899	chr1	197188292	197191899	5	3_3_0	6	0.625	exon	uc009wyz.2,uc001gtx.2,	-	ST-E00206:201:H5L57ALXX:4:1111:22782:4350,ST-E00206:201:H5L57ALXX:4:1210:24142:71120,ST-E00206:209:H5CCCALXX:5:2202:4207:67499,ST-E00206:209:H5CCCALXX:5:2224:27268:6917,ST-E00206:209:H5CCCALXX:5:2224:27004:11804,
chr1:197539964|197553112	chr1	197539964	197553112	5	1_1_1	8	0.556	exon	uc021pgu.2,uc057odm.1,	-	ST-E00206:201:H5L57ALXX:4:1102:32333:28945,ST-E00206:201:H5L57ALXX:4:1106:27968:50463,ST-E00206:201:H5L57ALXX:4:1106:27694:50903,ST-E00206:201:H5L57ALXX:4:2222:11667:4086,ST-E00206:209:H5CCCALXX:5:1122:32180:8675,
chr1:197539964|197583253	chr1	197539964	197583253	5	3_2_1	10	0.500	exon	uc021pgu.2,	-	ST-E00206:209:H5CCCALXX:5:2208:4288:13140,ST-E00206:209:H5CCCALXX:5:2120:6968:9905,ST-E00206:209:H5CCCALXX:5:1224:16215:49936,ST-E00206:201:H5L57ALXX:4:2202:19026:35573,ST-E00206:209:H5CCCALXX:5:2214:32637:56863,
chr1:197583152|197611976	chr1	197583152	197611976	9	4_0_5	21	0.462	exon	uc021pgu.2,uc001guf.4,uc001gue.4,	-	ST-E00206:209:H5CCCALXX:5:2104:19422:10767,ST-E00206:209:H5CCCALXX:5:2113:8470:33569,ST-E00206:209:H5CCCALXX:5:2213:31714:20419,ST-E00206:209:H5CCCALXX:5:1213:28303:29174,ST-E00206:201:H5L57ALXX:4:1109:27308:62682,ST-E00206:201:H5L57ALXX:4:2106:28618:57847,ST-E00206:209:H5CCCALXX:5:2101:31714:15566,ST-E00206:209:H5CCCALXX:5:2113:8135:66215,ST-E00206:209:H5CCCALXX:5:2111:26415:49215,
chr1:197583152|197617759	chr1	197583152	197617759	8	1_3_4	22	0.421	exon	uc021pgu.2,uc001guf.4,uc001gue.4,	-	ST-E00206:201:H5L57ALXX:4:1108:8724:71876,ST-E00206:201:H5L57ALXX:4:1202:30993:25464,ST-E00206:201:H5L57ALXX:4:1212:32079:56704,ST-E00206:201:H5L57ALXX:4:2106:20944:44802,ST-E00206:201:H5L57ALXX:4:2204:7617:25165,ST-E00206:201:H5L57ALXX:4:2222:9556:14107,ST-E00206:209:H5CCCALXX:5:2118:32434:36540,ST-E00206:209:H5CCCALXX:5:1217:12956:5475,
chr1:197583152|197658369	chr1	197583152	197658369	4	2_1_3	36	0.182	exon	uc021pgu.2,uc001guf.4,uc001gue.4,	-	ST-E00206:201:H5L57ALXX:4:1120:27755:48406,ST-E00206:201:H5L57ALXX:4:2111:5364:22177,ST-E00206:201:H5L57ALXX:4:2215:18468:12244,ST-E00206:201:H5L57ALXX:4:2218:32678:58691,
chr1:197595208|197617759	chr1	197595208	197617759	7	2_0_3	30	0.318	exon	uc057odn.1,uc001gue.4,uc021pgu.2,uc001guf.4,	-	ST-E00206:209:H5CCCALXX:5:2208:17290:41603,ST-E00206:201:H5L57ALXX:4:2218:10165:12525,ST-E00206:209:H5CCCALXX:5:1108:29003:9993,ST-E00206:209:H5CCCALXX:5:1218:15149:16691,ST-E00206:201:H5L57ALXX:4:1210:21807:28013,ST-E00206:201:H5L57ALXX:4:1211:13149:26343,ST-E00206:201:H5L57ALXX:4:1211:13119:26361,
chr1:197642711|197647114	chr1	197642711	197647114	5	1_0_2	54	0.156	exon	uc021pgu.2,uc001guf.4,	-	ST-E00206:201:H5L57ALXX:4:2217:3375:41339,ST-E00206:201:H5L57ALXX:4:2217:3425:41568,ST-E00206:209:H5CCCALXX:5:2212:27988:39317,ST-E00206:209:H5CCCALXX:5:2212:28049:39423,ST-E00206:209:H5CCCALXX:5:2203:10094:33920,
chr1:197642711|197658369	chr1	197642711	197658369	40	14_6_12	41	0.661	exon	uc001gue.4,uc057odn.1,uc021pgu.2,uc001guf.4,	-	ST-E00206:201:H5L57ALXX:4:1118:25989:56001,ST-E00206:201:H5L57ALXX:4:1118:25715:56124,ST-E00206:209:H5CCCALXX:5:2204:23167:21227,ST-E00206:201:H5L57ALXX:4:1204:10622:32197,ST-E00206:201:H5L57ALXX:4:1205:17960:20471,ST-E00206:209:H5CCCALXX:5:2121:15342:48354,ST-E00206:209:H5CCCALXX:5:2204:23269:21298,ST-E00206:201:H5L57ALXX:4:1224:14560:46402,ST-E00206:201:H5L57ALXX:4:2103:15291:34764,ST-E00206:201:H5L57ALXX:4:2108:17828:34729,ST-E00206:209:H5CCCALXX:5:2124:9282:14933,ST-E00206:201:H5L57ALXX:4:2113:20549:19821,ST-E00206:201:H5L57ALXX:4:2124:27014:63859,ST-E00206:201:H5L57ALXX:4:2201:20681:23636,ST-E00206:201:H5L57ALXX:4:2207:18021:41075,ST-E00206:201:H5L57ALXX:4:2208:16448:59974,ST-E00206:201:H5L57ALXX:4:2209:23340:31230,ST-E00206:201:H5L57ALXX:4:2215:14266:29086,ST-E00206:201:H5L57ALXX:4:2217:9800:6618,ST-E00206:201:H5L57ALXX:4:2222:4430:69960,ST-E00206:201:H5L57ALXX:4:2223:23076:2399,ST-E00206:209:H5CCCALXX:5:1101:16184:70382,ST-E00206:209:H5CCCALXX:5:1101:16296:70751,ST-E00206:209:H5CCCALXX:5:1122:25055:7339,ST-E00206:209:H5CCCALXX:5:1122:25065:7532,ST-E00206:209:H5CCCALXX:5:1124:7475:42359,ST-E00206:209:H5CCCALXX:5:1124:7465:42376,ST-E00206:209:H5CCCALXX:5:1124:7557:42429,ST-E00206:209:H5CCCALXX:5:1206:30800:36452,ST-E00206:209:H5CCCALXX:5:2112:26121:28910,ST-E00206:201:H5L57ALXX:4:1115:3720:37120,ST-E00206:201:H5L57ALXX:4:1220:31643:61433,ST-E00206:201:H5L57ALXX:4:2107:24497:13369,ST-E00206:201:H5L57ALXX:4:2111:30628:67692,ST-E00206:209:H5CCCALXX:5:1223:7587:18502,ST-E00206:209:H5CCCALXX:5:2122:9922:43466,ST-E00206:201:H5L57ALXX:4:2216:12429:64932,ST-E00206:209:H5CCCALXX:5:1109:7983:60115,ST-E00206:209:H5CCCALXX:5:1116:29085:71208,ST-E00206:209:H5CCCALXX:5:1217:22579:14476,
chr1:197642711|197715074	chr1	197642711	197715074	4	1_0_4	18	0.308	exon	uc001gue.4,uc057odn.1,uc021pgu.2,uc001guf.4,	-	ST-E00206:209:H5CCCALXX:5:1110:13606:53083,ST-E00206:201:H5L57ALXX:4:2101:2268:44451,ST-E00206:201:H5L57ALXX:4:2101:2279:44468,ST-E00206:209:H5CCCALXX:5:1106:5689:36979,
chr1:197642711|197772932	chr1	197642711	197772932	3	2_0_2	16	0.273	exon	uc001gue.4,uc057odn.1,uc021pgu.2,uc001guf.4,	-	ST-E00206:209:H5CCCALXX:5:2201:30110:62295,ST-E00206:201:H5L57ALXX:4:2207:5171:22440,ST-E00206:209:H5CCCALXX:5:1101:14631:48318,
chr1:197652235|197715074	chr1	197652235	197715074	6	1_1_2	74	0.140	exon	uc001gue.4,uc057odn.1,uc001guf.4,uc021pgu.2,	-	ST-E00206:209:H5CCCALXX:5:2212:14804:51149,ST-E00206:209:H5CCCALXX:5:2112:4146:29490,ST-E00206:209:H5CCCALXX:5:2217:12023:33604,ST-E00206:209:H5CCCALXX:5:1220:17027:25077,ST-E00206:201:H5L57ALXX:4:2205:3131:48899,ST-E00206:209:H5CCCALXX:5:1212:13444:62365,
chr1:198220999|198264235	chr1	198220999	198264235	5	3_2_1	7	0.588	intron	uc001gun.5,uc021pgx.2,	+	ST-E00206:201:H5L57ALXX:4:1201:21898:15373,ST-E00206:209:H5CCCALXX:5:2208:27877:42570,ST-E00206:201:H5L57ALXX:4:2209:31064:48793,ST-E00206:201:H5L57ALXX:4:2212:16184:34905,ST-E00206:209:H5CCCALXX:5:1104:25481:67499,
chr1:198232553|198264235	chr1	198232553	198264235	6	2_2_1	16	0.429	exon	uc021pgx.2,uc001gun.5,	+	ST-E00206:209:H5CCCALXX:5:2122:5659:61996,ST-E00206:209:H5CCCALXX:5:2201:7922:54349,ST-E00206:209:H5CCCALXX:5:1201:16722:40935,ST-E00206:209:H5CCCALXX:5:2213:5476:69345,ST-E00206:201:H5L57ALXX:4:1201:24771:32338,ST-E00206:201:H5L57ALXX:4:2211:26202:40407,
chr1:198277961|198297240	chr1	198277961	198297240	19	5_5_1	24	0.613	exon	uc021pgx.2,uc001gun.5,	+	ST-E00206:201:H5L57ALXX:4:1101:4004:51114,ST-E00206:201:H5L57ALXX:4:1110:10947:73159,ST-E00206:209:H5CCCALXX:5:2105:15524:52889,ST-E00206:209:H5CCCALXX:5:2202:24852:21544,ST-E00206:201:H5L57ALXX:4:2101:12144:23126,ST-E00206:209:H5CCCALXX:5:2203:27227:13422,ST-E00206:201:H5L57ALXX:4:2123:23847:26132,ST-E00206:209:H5CCCALXX:5:2119:22639:54841,ST-E00206:209:H5CCCALXX:5:2108:21147:10767,ST-E00206:209:H5CCCALXX:5:2207:25766:63350,ST-E00206:201:H5L57ALXX:4:2222:11728:50077,ST-E00206:209:H5CCCALXX:5:1108:19848:21843,ST-E00206:209:H5CCCALXX:5:1119:4116:58867,ST-E00206:209:H5CCCALXX:5:2216:7394:51149,ST-E00206:209:H5CCCALXX:5:1204:19523:30351,ST-E00206:209:H5CCCALXX:5:1204:20843:31019,ST-E00206:209:H5CCCALXX:5:2115:6115:57443,ST-E00206:201:H5L57ALXX:4:1206:14936:38052,ST-E00206:201:H5L57ALXX:4:1217:16042:12929,
chr1:200581201|200592240	chr1	200581201	200592240	3	2_2_0	0	1	exon	uc010ppk.2,uc057ofm.1,	-	ST-E00206:201:H5L57ALXX:4:1109:3903:21825,ST-E00206:209:H5CCCALXX:5:1217:10125:23530,ST-E00206:209:H5CCCALXX:5:1217:10114:23548,
chr1:200648439|200649226	chr1	200648439	200649226	12	2_2_0	14	0.632	exon	uc057ofn.1,uc057ofq.1,uc057ofp.1,uc057ofr.1,uc009wzk.4,	-	ST-E00206:209:H5CCCALXX:5:1224:11292:71050,ST-E00206:209:H5CCCALXX:5:2116:12591:73124,ST-E00206:209:H5CCCALXX:5:1224:10896:66707,ST-E00206:209:H5CCCALXX:5:1224:11312:66760,ST-E00206:201:H5L57ALXX:4:2117:4126:59341,ST-E00206:201:H5L57ALXX:4:2117:4085:59623,ST-E00206:201:H5L57ALXX:4:2123:31460:1590,ST-E00206:209:H5CCCALXX:5:1224:11789:69977,ST-E00206:209:H5CCCALXX:5:2105:25319:22352,ST-E00206:209:H5CCCALXX:5:1111:8744:26449,ST-E00206:209:H5CCCALXX:5:2105:25035:23302,ST-E00206:209:H5CCCALXX:5:2209:9323:45945,
chr1:200760839|200815644	chr1	200760839	200815644	41	14_8_6	5	0.943	exon	uc001gvm.4,uc001gvl.4,uc001gvk.4,	+	ST-E00206:201:H5L57ALXX:4:1101:4441:27257,ST-E00206:201:H5L57ALXX:4:1104:25380:61592,ST-E00206:201:H5L57ALXX:4:1113:27349:43308,ST-E00206:209:H5CCCALXX:5:2202:5638:23812,ST-E00206:209:H5CCCALXX:5:2110:21827:41550,ST-E00206:209:H5CCCALXX:5:2116:31886:33446,ST-E00206:201:H5L57ALXX:4:1122:26994:56089,ST-E00206:201:H5L57ALXX:4:1218:23736:17641,ST-E00206:209:H5CCCALXX:5:2121:17179:56775,ST-E00206:201:H5L57ALXX:4:1219:18508:5844,ST-E00206:201:H5L57ALXX:4:1219:11271:19082,ST-E00206:201:H5L57ALXX:4:1219:11261:19100,ST-E00206:201:H5L57ALXX:4:1219:9059:70558,ST-E00206:209:H5CCCALXX:5:2209:17524:22774,ST-E00206:209:H5CCCALXX:5:2105:21878:22862,ST-E00206:209:H5CCCALXX:5:2209:17676:22546,ST-E00206:209:H5CCCALXX:5:2220:23472:42077,ST-E00206:201:H5L57ALXX:4:2111:29125:22757,ST-E00206:209:H5CCCALXX:5:2214:22812:8517,ST-E00206:209:H5CCCALXX:5:2106:27105:10257,ST-E00206:201:H5L57ALXX:4:2124:17869:30474,ST-E00206:201:H5L57ALXX:4:2201:12469:38175,ST-E00206:201:H5L57ALXX:4:2207:30475:54032,ST-E00206:209:H5CCCALXX:5:2209:18742:26747,ST-E00206:201:H5L57ALXX:4:2219:22528:38227,ST-E00206:201:H5L57ALXX:4:2221:17554:71911,ST-E00206:209:H5CCCALXX:5:2214:22893:8446,ST-E00206:209:H5CCCALXX:5:2111:4278:57284,ST-E00206:209:H5CCCALXX:5:1109:20000:55649,ST-E00206:209:H5CCCALXX:5:2210:8734:37190,ST-E00206:209:H5CCCALXX:5:2106:26720:11664,ST-E00206:209:H5CCCALXX:5:1117:22152:58076,ST-E00206:209:H5CCCALXX:5:1117:22102:58163,ST-E00206:209:H5CCCALXX:5:2116:30556:33112,ST-E00206:209:H5CCCALXX:5:2110:10409:26519,ST-E00206:209:H5CCCALXX:5:1214:11414:42359,ST-E00206:209:H5CCCALXX:5:1214:11271:48512,ST-E00206:209:H5CCCALXX:5:2214:22771:8728,ST-E00206:201:H5L57ALXX:4:1212:5750:23091,ST-E00206:201:H5L57ALXX:4:2113:5405:11628,ST-E00206:201:H5L57ALXX:4:2210:17230:2293,
chr1:200760839|200832845	chr1	200760839	200832845	6	3_3_0	11	0.522	exon	uc001gvm.4,uc001gvl.4,uc001gvk.4,	+	ST-E00206:201:H5L57ALXX:4:1203:22193:70347,ST-E00206:201:H5L57ALXX:4:2101:3913:41392,ST-E00206:201:H5L57ALXX:4:2218:23695:25095,ST-E00206:209:H5CCCALXX:5:2118:25887:24532,ST-E00206:209:H5CCCALXX:5:2118:25553:23847,ST-E00206:209:H5CCCALXX:5:1209:3030:49391,
chr1:201847279|201848594	chr1	201847279	201848594	7	1_3_2	6	0.700	exon	uc057ojp.1,uc001gwz.4,	+	ST-E00206:201:H5L57ALXX:4:1118:9495:43748,ST-E00206:201:H5L57ALXX:4:2120:3141:52221,ST-E00206:209:H5CCCALXX:5:2224:11068:47105,ST-E00206:209:H5CCCALXX:5:2224:11576:25060,ST-E00206:209:H5CCCALXX:5:1114:13921:10978,ST-E00206:209:H5CCCALXX:5:1114:13098:23161,ST-E00206:209:H5CCCALXX:5:2201:22152:15566,
chr1:201852104|201858994	chr1	201852104	201858994	6	2_3_1	16	0.429	exon	uc001gwz.4,	+	ST-E00206:201:H5L57ALXX:4:2116:25786:16551,ST-E00206:209:H5CCCALXX:5:2208:16113:47053,ST-E00206:209:H5CCCALXX:5:1218:26233:27873,ST-E00206:209:H5CCCALXX:5:2119:11718:50094,ST-E00206:209:H5CCCALXX:5:2101:12550:11171,ST-E00206:201:H5L57ALXX:4:2111:12865:19979,
chr1:201997319|202000015	chr1	201997319	202000015	2	2_2_0	47	0.078	exon	uc057okh.1,uc057okk.1,uc057okd.1,uc057okc.1,uc057okg.1,uc001gxd.4,	+	ST-E00206:209:H5CCCALXX:5:1107:28222:10046,ST-E00206:209:H5CCCALXX:5:1107:27978:10292,
chr1:202001376|202003461	chr1	202001376	202003461	11	4_5_1	26	0.458	exon	uc057okd.1,uc057okg.1,uc001gxd.4,	+	ST-E00206:201:H5L57ALXX:4:1117:27674:57548,ST-E00206:201:H5L57ALXX:4:1120:3425:71700,ST-E00206:201:H5L57ALXX:4:1213:6369:41884,ST-E00206:201:H5L57ALXX:4:1221:12652:48125,ST-E00206:201:H5L57ALXX:4:2117:16935:54841,ST-E00206:209:H5CCCALXX:5:1116:22284:20366,ST-E00206:209:H5CCCALXX:5:1116:22345:23917,ST-E00206:209:H5CCCALXX:5:2210:27796:56388,ST-E00206:201:H5L57ALXX:4:1120:12246:26712,ST-E00206:209:H5CCCALXX:5:2119:11444:42130,ST-E00206:209:H5CCCALXX:5:2117:6420:12859,
chr1:202157739|202158301	chr1	202157739	202158301	13	0_5_2	21	0.553	exon	uc057olp.1,uc057oln.1,uc057oll.1,uc057olm.1,uc057olh.1,uc057old.1,uc001gxl.2,uc001gxm.3,	-	ST-E00206:201:H5L57ALXX:4:1113:8247:33674,ST-E00206:201:H5L57ALXX:4:1120:20853:36030,ST-E00206:201:H5L57ALXX:4:1206:20427:1994,ST-E00206:209:H5CCCALXX:5:1222:16357:46455,ST-E00206:209:H5CCCALXX:5:1222:17108:66778,ST-E00206:209:H5CCCALXX:5:1215:13606:60080,ST-E00206:201:H5L57ALXX:4:1124:10043:17623,ST-E00206:209:H5CCCALXX:5:2115:32150:19030,ST-E00206:209:H5CCCALXX:5:2115:32221:18731,ST-E00206:209:H5CCCALXX:5:2115:31795:25236,ST-E00206:209:H5CCCALXX:5:1123:6613:67200,ST-E00206:209:H5CCCALXX:5:1123:6663:67288,ST-E00206:209:H5CCCALXX:5:2211:2268:48002,
